0, 192040580, 195752323, 200984468, 208270629, 214421966, 221175730, 228365622, 234906859, 241939628, 247805961, 252831615, 257188649, 261403686, 265600552, 268923164, 271048672, 273157411, 275327220, 278096155, 280405309, 281868222, 282792572, 283624384, 284792083, 285738077, 285566819, 286808342, 287025737, 286876228, 285759061, 286232006, 286106520, 285630892, 284399139, 283501330, 283207054, 282325845, 281018707, 280315578, 279080387, 277946993, 277039400, 275708215, 274281915, 272314890, 271323655, 270020362, 268739184, 267439421, 266151656, 264667455, 263482006, 262168608, 260930535, 259898099, 258229868, 256785637, 255606462, 254313562, 252782784, 251296978, 249751945, 248301826
0, 217489030, 216156095, 217216909, 220327169, 224002697, 227587416, 232244291, 235793010, 239945279, 242695557, 245704505, 247858313, 249356149, 250519994, 252113682, 252585345, 252926024, 253099535, 253450856, 254814978, 254477767, 254447698, 254518098, 254691580, 253844217, 252876827, 252838676, 252007854, 250167099, 249964896, 249093476, 248522523, 247588202, 245480773, 243546340, 242399636, 241466137, 240570085, 239127908, 237038980, 235865396, 234210968, 232635747, 230801159, 228948616, 227817826, 226483616, 224778893, 223029712, 221762646, 220480968, 218978012, 217657155, 216453152, 215470391, 214012775, 212701073, 211259345, 210043442, 208366930, 206838055, 205522199, 204173851
0, 223124621, 221608526, 223358827, 225792382, 230074394, 233470942, 237792074, 241655007, 246172514, 249366425, 252266784, 254834403, 256305772, 257116933, 257909890, 259096065, 259395130, 259462385, 259789387, 260457550, 260969169, 260218810, 259891019, 258631576, 258653859, 257768361, 257469395, 256748814, 255450415, 253513194, 253262555, 251885858, 251955144, 249908865, 247734709, 246038570, 244972850, 243948556, 242712638, 240461758, 238730450, 237040782, 235519533, 233974900, 232099757, 230365325, 229118816, 227441246, 225990654, 224267340, 222825698, 221216602, 219872048, 218825719, 217720335, 216452287, 214802455, 213461239, 211976305, 210579064, 209139180, 207448227, 206075575
0, 228578420, 226833446, 228346733, 231304245, 235288344, 239675158, 244205444, 247974545, 252388889, 255492704, 258943578, 261391002, 263261649, 264088758, 264820120, 265644728, 266011818, 266228129, 265933682, 266936353, 266730240, 265970671, 264758556, 263906339, 263047448, 262489662, 261631305, 261245698, 260406261, 258230859, 256702359, 255870102, 255024750, 255006769, 251693499, 250055544, 248197779, 246879699, 245351020, 243700665, 241937621, 239781351, 238861415, 236779216, 234617278, 233178484, 231967702, 230409485, 228692501, 226992724, 225133578, 223663875, 222370524, 221196979, 220184825, 218769297, 216939108, 215545141, 214458149, 212580436, 211218034, 209635939, 207909147
0, 234783745, 233048311, 234283242, 236408919, 240562013, 244745079, 249693662, 254037573, 258344933, 262412341, 265907824, 268280368, 269952584, 271409115, 272057155, 272286949, 272690919, 273020976, 273127156, 272976786, 272775941, 271334461, 269869577, 269266071, 267853983, 266624902, 266511749, 266038474, 264113204, 262714121, 261569516, 259891901, 258833636, 257372585, 256955645, 254222213, 251563913, 249453771, 248305723, 246483908, 245057841, 242867148, 241158567, 239544443, 237505036, 236038561, 234549457, 233035943, 231823042, 229599407, 227583143, 226118627, 224926358, 223573130, 222319609, 220875823, 219268271, 217669993, 216273035, 214550862, 213265717, 211356388, 210036464
0, 241237255, 239510928, 240704564, 242405403, 246475516, 250511800, 255342356, 259912984, 264277703, 268795733, 273471849, 275390309, 276615691, 278711319, 279507746, 279061200, 280313590, 280799151, 280149133, 279109002, 278193781, 276722797, 275506815, 274163814, 272643844, 271954545, 271099311, 269977205, 268545949, 266996894, 265801875, 264283706, 262391127, 260512458, 259864978, 258083561, 254747175, 252655425, 251128883, 249666382, 247858905, 245648199, 243947442, 242346598, 240266942, 238834001, 237082325, 235711380, 234389676, 232267243, 230476892, 228507351, 226945255, 225705215, 224557124, 222909478, 221315702, 219851263, 218094375, 216649797, 215124110, 213378049, 212037414
0, 248602428, 246147841, 247571656, 249283371, 252968919, 257309556, 261703530, 266051060, 271042593, 275512215, 279011477, 282604502, 284270674, 286216087, 287175983, 287027825, 287368048, 288304932, 287163813, 285780444, 283603237, 282652483, 281018930, 279454936, 278467399, 276808660, 275387092, 274291133, 273263745, 271579590, 269811600, 268216501, 266359751, 264054863, 262226847, 261210367, 258854636, 256424163, 254410959, 252372358, 250605263, 248698146, 246700347, 245042969, 243146936, 241509190, 239978048, 238610086, 236837817, 235246041, 232981146, 231069781, 229360840, 227905832, 226561230, 224831348, 223398042, 221980487, 220452630, 218833175, 217344579, 216040136, 214214270
0, 256073283, 253467693, 254503431, 256316350, 260176780, 264495637, 268962910, 272847141, 277925089, 281950540, 285475356, 288600224, 291705736, 293921668, 294905558, 295462586, 295747105, 295019935, 293851497, 292311829, 290624544, 288375471, 286336970, 285081854, 283852629, 281335513, 280043364, 278798792, 276946292, 275708545, 273785234, 272376771, 270038968, 267622971, 265415545, 263656033, 262437518, 259769147, 257401902, 255231870, 253463617, 251664592, 249781045, 247586594, 245778678, 244532619, 242727167, 241081319, 239241581, 237568493, 235746801, 233404519, 231623643, 230105380, 228393843, 227077277, 225737285, 224262607, 222607428, 221298008, 219480060, 217398194, 215556002
0, 263906666, 260828137, 262138701, 263880433, 267816224, 271966239, 276371281, 280515084, 285631752, 289170662, 292362104, 294854356, 298539837, 301092307, 302631443, 303762459, 302892736, 302505385, 300626511, 299027907, 296738608, 293834523, 292316672, 290578202, 288081991, 286209041, 284765526, 283083730, 281259069, 279216074, 278028287, 275719720, 273437662, 271281697, 269053683, 267077457, 264536035, 262939359, 260415476, 258531806, 256431831, 254610035, 252858065, 250490226, 248869535, 247083966, 245305413, 243469550, 241957799, 239821129, 238207240, 235782563, 233934000, 232403367, 230777181, 229231384, 228232600, 226866300, 225004452, 222753732, 220804668, 219063486, 217405782
0, 272196148, 268832093, 270330702, 271927093, 276197178, 280291751, 284596714, 288997870, 293760267, 296315255, 299430406, 302256943, 305407595, 308309631, 309996181, 311140799, 310929261, 309794134, 307714206, 305479509, 302568918, 300555856, 298028951, 294986990, 293003742, 290774306, 289070940, 287368684, 285643577, 283177544, 281370246, 279187339, 277182476, 275080574, 272370053, 270242562, 267607508, 265698903, 263717874, 261644573, 259453129, 257644667, 255700109, 253674603, 251085174, 249718490, 248111988, 245714437, 244219091, 242164345, 240531458, 238514592, 236466412, 234892615, 233474822, 231630210, 229911362, 228247072, 226796132, 224500200, 222722759, 220840013, 219241171
